305|20190707T003052+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|3|51
141|20190707T120424+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|5|64
339|20190707T010000+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|2|77
482|20190707T171738+0100|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|8|96
397|20190707T171738+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|9|64
466|20190707T203941+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|3|28
198|20190707T171738+0100|uhqgebvd-xszc-saia-p0t8-89yrb2gidu5t|4|22
313|20190707T042203+0200|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|3|64
158|20190707T120424+0200|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|4|15
201|20190707T042203+0200|6lzq0qzs-omqd-0v7m-2fjs-lvrokieoivxl|6|39
475|20190707T003052+0200|6lzq0qzs-omqd-0v7m-2fjs-lvrokieoivxl|5|11
425|20190707T210849+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|3|98
453|20190707T093517+0100|uhqgebvd-xszc-saia-p0t8-89yrb2gidu5t|2|13
145|20190707T042203+0200|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|5|68
444|20190707T120424+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|6|50
95|20190707T081313+0200|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|3|20
68|20190707T171738+0100|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|5|67
328|20190707T210849+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|4|60
41|20190707T010000+0100|uhqgebvd-xszc-saia-p0t8-89yrb2gidu5t|3|22
147|20190707T003052+0200|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|5|97
360|20190707T081313+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|2|57
191|20190707T093517+0100|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|2|8
261|20190707T010000+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|2|36
273|20190707T132627+0100|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|5|67
185|20190707T042203+0200|uhqgebvd-xszc-saia-p0t8-89yrb2gidu5t|5|29
443|20190707T203941+0200|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|4|9
20|20190707T081313+0200|cpy9kgi4-oaga-cg3l-qphz-je7a75bfpkk7|1|75
133|20190707T120424+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|2|75
468|20190707T003052+0200|uhqgebvd-xszc-saia-p0t8-89yrb2gidu5t|0|35
115|20190707T093517+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|0|88
285|20190707T010000+0100|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|0|19
292|20190707T210849+0100|yfr109yd-fp2f-hmo6-jabn-ur8amu9awhxf|4|62
76|20190707T042203+0200|yw3yulg3-r1mz-jthv-uvmi-6mxntkqr4otw|5|7
